,Annual Temp Slope,Temp Intercept,Temp Correlation,Temp p-value,Temp Std. Err.,Annual UHI Slope,UHI Intercept,UHI Correlation,UHI p-value,UHI Std. Err.
0,0.13070541915,20.3184402105,0.763350682898,9.29242248555e-07,0.0209031844589,-0.169198342661,4.55984974168,-0.80935475472,6.13064657816e-08,0.0232034743708
1,0.100116261459,20.3368344764,0.538300131883,0.00148261068835,0.028616724609,-0.0255366734992,2.10201480758,-0.223590868378,0.218642666002,0.0203241815049
2,0.100116261459,20.3368344764,0.538300131883,0.00148261068835,0.028616724609,-0.0255366734992,2.10201480758,-0.223590868378,0.218642666002,0.0203241815049
3,0.00949588542902,16.7664426933,0.084610813713,0.65087505381,0.0207658852242,0.0159839809762,0.475831911334,0.122787592243,0.510502546383,0.0239901330748
4,0.0477204832609,13.2001478204,0.530050458435,0.00180705225287,0.0139381612026,0.000643541445972,2.97275590957,0.0146122749385,0.937813435132,0.00817736377428
5,0.0460045170468,14.1006065266,0.595980471835,0.000319141580252,0.011316777673,-0.00182486198403,2.05598051115,-0.0616216019373,0.737599219941,0.00539647645621
6,0.0909631122196,18.5814867009,0.645163791724,6.70281151505e-05,0.0196676845532,-0.0220448455373,1.29537268681,-0.203043068898,0.265044794573,0.0194095862423
7,0.0597548984871,21.1054308702,0.727667414878,2.37062202905e-06,0.0102839470873,-0.0122063236912,2.23546988384,-0.236516557149,0.192475332352,0.00915508722155
8,0.102536268831,19.6857927859,0.763945509648,3.63024464506e-07,0.015812597477,-0.065768115836,0.493669339242,-0.633003051583,0.000228511987974,0.0154793399837
9,0.018918039756,13.8556582806,0.159906689798,0.381995941467,0.0213218146212,-0.0601378533226,0.769021625788,-0.445249163817,0.0120724198903,0.022457745512
10,0.0955038110625,20.8342360291,0.624268440862,0.000134333503034,0.0218200848553,-0.0561084961199,2.79807542583,-0.442294566799,0.0112542592995,0.0207723589211
11,0.00545147811791,17.8811356619,0.0605416524484,0.74204100967,0.0164097515252,0.0540599798114,1.37426307061,0.683680307922,1.60822829169e-05,0.0105354990332
12,0.0015603293165,18.5092113697,0.0240407917638,0.896089194963,0.0118462620582,-0.0251511665266,2.04397011265,-0.409608076905,0.019906648224,0.0102270030885
13,0.0191105231467,15.4404049604,0.232584511046,0.200192548088,0.0145899832147,0.0392134003315,1.23792221316,0.695617150892,9.88826150217e-06,0.00739396829119
14,0.00168921407474,14.1160003317,0.0112273950702,0.953905133941,0.0289531906649,0.058295238099,1.74246542125,0.507360935393,0.00496548724419,0.0190549241544
15,0.015485140035,19.1402188426,0.143802408291,0.432337114603,0.0194558789131,0.0574812133851,2.5034071867,0.586084079498,0.000423974791478,0.0145085678144
16,0.0310226638832,17.8712203573,0.343961488108,0.0539042441612,0.0154620374319,0.024422909261,-0.0249669083276,0.360992155497,0.0423708590977,0.0115191361057
17,0.028009397025,6.30262819827,0.643982073573,6.98121086126e-05,0.00607510552523,0.0377120275502,11.3897068515,0.452333011484,0.00934230093754,0.0135753913307
18,0.0473035188215,18.4558809905,0.409735021131,0.0198646280042,0.0192274631586,-0.0246625176447,2.08170415711,-0.444638180262,0.0122048431431,0.00922569753183
19,0.00926609189372,19.8561452735,0.0875419358013,0.633770947621,0.0192508226364,0.0184452616181,1.52409272162,0.319809871841,0.0743692715568,0.00997707358237
20,-0.0094730806516,22.1532822864,-0.0916555946464,0.617845345858,0.018790560003,0.0389350929237,0.693312575709,0.345030855762,0.0531137509263,0.0193374496952
21,0.0420686374119,15.2779924523,0.416003759596,0.0178790774243,0.0167895011109,0.0754883746942,3.94401377195,0.641306230571,7.650280194e-05,0.0164896225149
22,0.037477895373,21.6134150566,0.569628129056,0.00066667465693,0.00987287106636,-0.0251148096164,1.1511558705,-0.63501455969,9.45510016233e-05,0.00557807259897
23,0.0399302111306,21.7478924588,0.591404569733,0.000458735469356,0.0101100891366,-0.0185033330478,1.42662363729,-0.298356510539,0.103040385356,0.0109918470771
24,0.0118306636117,15.4623733371,0.112923798345,0.567234780732,0.0204150351941,0.0444962623927,1.74672942992,0.733584635629,8.93114001536e-06,0.00808423240436
25,0.0432143917891,18.2296105512,0.386705733153,0.0287892457208,0.0188154138341,0.0630918018455,0.406438312673,0.455627611252,0.00877806553695,0.0225048154396
26,0.023945685898,17.5837164574,0.176101582656,0.343315994485,0.0248556013569,-0.00593681324779,1.07247342816,-0.0421131195182,0.822026029052,0.0261548070282
27,0.0389528845682,16.1978732974,0.36496190074,0.0399902790984,0.0181422698459,-0.0554693065033,-1.32094846223,-0.368692304618,0.0412539201053,0.0259694719233
